article_id,score
2,0.12831858407079647
4,0.31675392670157065
10,0.11849710982658959
13,0.2565406976744186
26,0.06846098265895954
27,0.1740395809080326
30,0.1740395809080326
36,0.07747105966162066
54,0.06846098265895954
60,0.038461538461538464
64,0.3230769230769231
67,0.06846098265895954
68,0.1740395809080326
71,0.038461538461538464
72,0.06846098265895954
81,0.11849710982658959
82,0.24557522123893805
83,0.07747105966162066
87,0.1309278350515464
91,0.038461538461538464
92,0.06846098265895954
93,0.038461538461538464
97,0.10723069355632071
102,0.06846098265895954
103,0.06846098265895954
106,0.06846098265895954
111,0.07747105966162066
113,0.10723069355632071
115,0.11849710982658959
117,0.038461538461538464
118,0.12831858407079647
121,0.2565406976744186
122,0.10723069355632071
127,0.31675392670157065
128,0.06846098265895954
129,0.1309278350515464
130,0.06846098265895954
133,0.1740395809080326
137,0.18373812038014783
142,0.06846098265895954
144,0.11849710982658959
148,0.10723069355632071
151,0.2565406976744186
153,0.06846098265895954
162,0.06846098265895954
163,0.06846098265895954
165,0.1740395809080326
168,0.10723069355632071
170,0.07747105966162066
174,0.10723069355632071
175,0.22110552763819097
177,0.10723069355632071
183,0.2565406976744186
184,0.12831858407079647
188,0.10723069355632071
190,0.038461538461538464
191,0.038461538461538464
195,0.06846098265895954
197,0.038461538461538464
198,0.10723069355632071
201,0.05188679245283019
204,0.06846098265895954
209,0.1678622668579627
212,0.06846098265895954
217,0.10723069355632071
227,0.038461538461538464
229,0.06846098265895954
231,0.11849710982658959
234,0.038461538461538464
235,0.06846098265895954
236,0.06846098265895954
251,0.1678622668579627
256,0.12831858407079647
264,0.06846098265895954
267,0.1740395809080326
276,0.07747105966162066
277,0.1309278350515464
282,0.12831858407079647
286,0.1309278350515464
292,0.10723069355632071
296,0.06846098265895954
301,0.038461538461538464
306,0.06846098265895954
308,0.06451612903225806
315,0.31675392670157065
321,0.1740395809080326
322,0.06846098265895954
324,0.1309278350515464
335,0.06846098265895954
338,0.1309278350515464
339,0.038461538461538464
341,0.06846098265895954
342,0.10723069355632071
345,0.06846098265895954
350,0.06846098265895954
357,0.038461538461538464
359,0.3230769230769231
367,0.06846098265895954
372,0.06846098265895954
374,0.038461538461538464
381,0.038461538461538464
385,0.038461538461538464
395,0.1309278350515464
405,0.038461538461538464
406,0.06846098265895954
411,0.10723069355632071
420,0.1678622668579627
421,0.07747105966162066
422,0.10723069355632071
432,0.038461538461538464
438,0.06846098265895954
443,0.038461538461538464
447,0.12831858407079647
453,0.1309278350515464
454,0.06846098265895954
458,0.06846098265895954
463,0.038461538461538464
466,0.31675392670157065
467,0.10723069355632071
470,0.06846098265895954
471,0.06846098265895954
473,0.038461538461538464
476,0.038461538461538464
477,0.12831858407079647
486,0.11849710982658959
493,0.07747105966162066
494,0.1309278350515464
495,0.1740395809080326
497,0.038461538461538464
499,0.06846098265895954
502,0.12831858407079647
504,0.44866920152091255
506,0.038461538461538464
507,0.1740395809080326
519,0.06846098265895954
523,0.06846098265895954
524,0.12831858407079647
526,0.2565406976744186
529,0.3230769230769231
537,0.06846098265895954
545,0.2565406976744186
548,0.1309278350515464
550,0.06846098265895954
553,0.11849710982658959
559,0.2565406976744186
561,0.07747105966162066
562,0.038461538461538464
567,0.07747105966162066
568,0.11849710982658959
577,0.05188679245283019
581,0.10723069355632071
587,0.06846098265895954
590,0.038461538461538464
593,0.1309278350515464
595,0.1740395809080326
602,0.2565406976744186
603,0.038461538461538464
608,0.038461538461538464
609,0.10723069355632071
611,0.038461538461538464
617,0.038461538461538464
619,0.06846098265895954
621,0.06846098265895954
623,0.2565406976744186
625,0.1740395809080326
627,0.2565406976744186
628,0.12831858407079647
629,0.2565406976744186
633,0.2565406976744186
634,0.22110552763819097
635,0.1740395809080326
640,0.12831858407079647
644,0.1740395809080326
674,0.06846098265895954
678,0.12831858407079647
683,0.038461538461538464
686,0.06846098265895954
690,0.06846098265895954
691,0.12831858407079647
696,0.06846098265895954
705,0.1740395809080326
707,0.1309278350515464
709,0.038461538461538464
716,0.1740395809080326
717,0.06846098265895954
718,0.06846098265895954
719,0.1309278350515464
721,0.038461538461538464
731,0.18373812038014783
733,0.07747105966162066
734,0.05188679245283019
735,0.18373812038014783
742,0.2565406976744186
744,0.038461538461538464
746,0.038461538461538464
747,0.1740395809080326
748,0.11849710982658959
749,0.038461538461538464
755,0.038461538461538464
766,0.1910828025477707
768,0.12831858407079647
770,0.06846098265895954
771,0.1740395809080326
776,0.10723069355632071
793,0.24557522123893805
805,0.06846098265895954
810,0.06846098265895954
813,0.2565406976744186
823,0.038461538461538464
824,0.10723069355632071
826,0.22110552763819097
830,0.10723069355632071
834,0.10723069355632071
839,0.06846098265895954
841,0.06846098265895954
843,0.038461538461538464
845,0.06846098265895954
849,0.07747105966162066
850,0.06846098265895954
852,0.2565406976744186
856,0.10723069355632071
860,0.1678622668579627
864,0.06846098265895954
874,0.10723069355632071
876,0.22110552763819097
878,0.11849710982658959
879,0.11849710982658959
882,0.06846098265895954
884,0.10723069355632071
885,1.0
886,0.06846098265895954
895,0.18373812038014783
897,0.06846098265895954
902,0.06846098265895954
906,0.22110552763819097
916,0.038461538461538464
919,0.1309278350515464
928,0.10723069355632071
931,0.07747105966162066
932,0.1309278350515464
934,0.10723069355632071
935,0.18373812038014783
937,0.12831858407079647
938,0.07792207792207792
945,0.06846098265895954
950,0.05188679245283019
954,0.22110552763819097
965,0.12831858407079647
967,0.07747105966162066
969,0.10723069355632071
972,0.038461538461538464
975,0.07747105966162066
977,0.038461538461538464
981,0.11849710982658959
991,0.05188679245283019
993,0.1309278350515464
998,0.038461538461538464
1001,0.07792207792207792
1007,0.038461538461538464
1008,0.1740395809080326
1011,0.11849710982658959
1014,0.1678622668579627
1017,0.1740395809080326
1022,0.038461538461538464
1025,0.06846098265895954
1027,0.06846098265895954
1035,0.18373812038014783
1036,0.10723069355632071
1049,0.1740395809080326
1051,0.06846098265895954
1068,0.12831858407079647
1070,0.1309278350515464
1073,0.3230769230769231
1075,0.31675392670157065
1082,0.038461538461538464
1083,0.3181818181818182
1086,0.12831858407079647
1087,0.18373812038014783
1094,0.038461538461538464
1102,0.06846098265895954
1108,0.06846098265895954
1111,0.22110552763819097
1121,0.038461538461538464
1124,0.44866920152091255
1137,0.1910828025477707
1138,0.06846098265895954
1139,0.06846098265895954
1142,0.038461538461538464
1146,0.038461538461538464
1149,0.1740395809080326
1151,0.1910828025477707
1153,0.11849710982658959
1155,0.06846098265895954
1158,0.18373812038014783
1159,0.10723069355632071
1164,0.12831858407079647
1165,0.10723069355632071
1169,0.1910828025477707
1181,0.12831858407079647
1186,0.06846098265895954
1187,0.06846098265895954
1189,0.06846098265895954
1195,0.1309278350515464
1197,0.06846098265895954
1198,0.06846098265895954
1203,0.038461538461538464
1211,0.038461538461538464
1212,0.10723069355632071
1213,0.1678622668579627
1214,0.11849710982658959
1216,0.06846098265895954
1219,0.038461538461538464
1236,0.06846098265895954
1240,0.44866920152091255
1241,0.12831858407079647
1243,0.1678622668579627
1246,0.06846098265895954
1254,0.1309278350515464
1260,0.038461538461538464
1265,0.07747105966162066
1267,0.11849710982658959
1268,0.18373812038014783
1270,0.2565406976744186
1274,0.06846098265895954
1275,0.038461538461538464
1283,0.1740395809080326
1284,0.038461538461538464
1287,0.06846098265895954
1293,0.12831858407079647
1296,0.06846098265895954
1297,0.12831858407079647
1300,0.06846098265895954
1303,0.038461538461538464
1304,0.10723069355632071
1310,0.12831858407079647
1311,0.038461538461538464
1315,0.05188679245283019
1319,0.22110552763819097
1328,0.18373812038014783
1332,0.1678622668579627
1333,0.2565406976744186
1335,0.12831858407079647
1340,0.10723069355632071
1341,0.06846098265895954
1347,0.038461538461538464
1348,0.038461538461538464
1350,0.07747105966162066
1355,0.11849710982658959
1362,0.06846098265895954
1365,0.038461538461538464
1367,0.038461538461538464
1370,0.11849710982658959
1376,0.22110552763819097
1381,0.24557522123893805
1383,0.06846098265895954
1386,0.1740395809080326
1389,0.12831858407079647
1391,0.06846098265895954
1395,0.1740395809080326
1397,0.038461538461538464
1398,0.06846098265895954
1403,0.1910828025477707
1407,0.06846098265895954
1410,0.038461538461538464
1418,0.06846098265895954
1419,0.06846098265895954
1422,0.038461538461538464
1426,0.2565406976744186
1427,0.12831858407079647
1428,0.038461538461538464
1435,0.06846098265895954
1438,0.12831858407079647
1445,0.1740395809080326
1447,0.038461538461538464
1452,0.06846098265895954
1453,0.038461538461538464
1455,0.10723069355632071
1456,0.038461538461538464
1457,0.06846098265895954
