article_id,score
2,0.16720584082221593
4,0.30839693154226383
10,0.1261794827349504
13,0.2001308657252655
26,0.019691944468801435
27,0.2892712888661773
30,0.19833749024142727
36,0.058236255929943276
54,0.08621728571728556
60,0.03898452502042896
64,0.40858988058071927
67,0.1255226055390405
68,0.15808763077127835
71,0.04470306691006756
72,0.029116998814384547
81,0.12561755692911908
82,0.1943827988479168
83,0.05204384121205008
87,0.15936272158343112
91,0.03177244491680278
92,0.055233535977597475
93,0.07043354450198729
97,0.1316889311946621
102,0.06096620975180623
103,0.045379452371175265
106,0.07117922065068695
111,0.06447904560620113
113,0.07606116195346013
115,0.10003051312196283
117,0.03249820932196331
118,0.13691089864086425
121,0.2641411238251944
122,0.07329486061160333
127,0.3059756370268452
128,0.032926612143748354
129,0.12233170581649681
130,0.15985995362925928
133,0.1815172169103598
137,0.11009388248867563
142,0.10502384630136875
144,0.11850918648399601
148,0.15858632108986134
151,0.2823228022138555
153,0.08616123385930108
162,0.042519711862772674
163,0.062093280816237176
165,0.1522327581638087
168,0.24555780022536164
170,0.10270431219176646
174,0.034361933672657004
175,0.22159384110911043
177,0.06609952461016513
183,0.34251630316691045
184,0.10908351784990356
188,0.23914637447543813
190,0.054834728368024624
191,0.0743277573581135
195,0.026290537433160274
197,0.06943671531655575
198,0.10616183243075056
201,0.07111174162408734
204,0.057324601198199134
209,0.24542371841277208
212,0.05634294476474212
217,0.06678226660970558
227,0.03633532767314053
229,0.05846657501825663
231,0.20223090116888068
234,0.04349181924498872
235,0.0531968732643083
236,0.06765147085041522
251,0.17916032309175134
256,0.22913980255438937
264,0.1131433710093295
267,0.15458646786505595
276,0.0464522760427958
277,0.12273698219292481
282,0.051485833036593064
286,0.07158969233675777
292,0.14246132142089754
296,0.05567805873534726
301,0.024165263083825494
306,0.08435350853012268
308,0.2993906916394693
315,0.1456110990453514
321,0.17028017031197487
322,0.1625336498834058
324,0.1337372492424178
335,0.06439187272476485
338,0.0608136579002753
339,0.027086338746471022
