article_id,score
2,0.16492663
4,0.3058721
10,0.091851816
13,0.14185224
26,0.011709294
27,0.27081656
30,0.22270466
36,0.109803796
54,0.0888608
60,0.024149444
64,0.33009633
67,0.07900411
68,0.18509272
71,0.062839985
72,0.055799857
81,0.091354705
82,0.16323695
83,0.07667372
87,0.10545774
91,0.03454167
92,0.06784586
93,0.11203175
97,0.12440269
102,0.08856022
103,0.028132152
106,0.07654073
111,0.08304163
113,0.12669969
115,0.12648171
117,0.031775296
118,0.11306814
121,0.28850132
122,0.08467731
127,0.24762425
128,0.03774999
129,0.07115189
130,0.17544365
133,0.22603986
137,0.11540357
142,0.04497852
144,0.2588616
148,0.12268583
151,0.24017161
153,0.047780357
162,0.03053318
163,0.061150767
165,0.24713363
168,0.15812656
170,0.06396786
174,0.035789732
175,0.23439413
177,0.033945385
183,0.21627405
184,0.10293155
188,0.20536925
190,0.059930153
191,0.13288149
195,0.028212413
197,0.06317734
198,0.12178523
201,0.041567028
204,0.043004334
209,0.29422
212,0.06095289
217,0.084302954
227,0.021821233
229,0.095416605
231,0.1791405
234,0.04490224
235,0.05059608
236,0.086126395
251,0.17750287
256,0.13499899
264,0.0661967
267,0.11915692
276,0.0671497
277,0.08838395
282,0.05418326
286,0.065612465
292,0.087784514
296,0.077455945
301,0.023979595
306,0.07856853
308,0.2835489
315,0.21229418
321,0.13887493
322,0.11146846
324,0.16403049
335,0.09777625
338,0.041364238
339,0.0166015
341,0.15859106
342,0.14128889
345,0.061122313
350,0.015085404
357,0.06532311
359,0.31349722
367,0.02817502
372,0.09050208
374,0.07658662
381,0.025167443
385,0.07182068
395,0.09150291
405,0.029475011
406,0.053079657
411,0.09797661
420,0.19343334
421,0.06007278
422,0.105425976
432,0.033340592
438,0.06143622
443,0.09473855
447,0.12667559
453,0.056860678
454,0.09954132
458,0.027971214
463,0.03053931
466,0.25014782
467,0.090126514
470,0.030890137
471,0.025296025
473,0.22625181
476,0.02045189
477,0.1183777
486,0.13183782
493,0.08561707
494,0.03976115
495,0.20848882
497,0.058081698
499,0.08556464
502,0.1661616
504,0.28920126
506,0.08659142
507,0.12815401
519,0.028487774
523,0.18421419
524,0.22383633
526,0.27783224
529,0.26721454
537,0.040113177
545,0.2476214
548,0.04757007
550,0.016088672
553,0.16279891
559,0.3186993
561,0.0891939
562,0.04196611
567,0.07754091
568,0.21253051
577,0.03555667
581,0.10003858
587,0.02405108
590,0.019325458
593,0.08625959
595,0.20640326
602,0.27414754
603,0.018185591
608,0.11015438
609,0.13988881
611,0.11111347
617,0.034565937
619,0.018165486
621,0.07776766
623,0.266928
625,0.2061271
627,0.3036709
628,0.08061003
629,0.31599098
633,0.28371626
634,0.24608813
635,0.09535853
640,0.028644165
644,0.2047177
674,0.0802867
678,0.069696695
683,0.024868378
686,0.06880282
690,0.027155193
691,0.0648012
696,0.13532847
705,0.16907321
707,0.17880626
709,0.023963628
716,0.19410354
717,0.07955775
718,0.07036276
719,0.021190438
721,0.03535726
731,0.10653359
733,0.1069222
734,0.017483179
735,0.10437624
742,0.16257516
744,0.028102254
746,0.09118433
747,0.22153452
748,0.18400235
749,0.06847782
755,0.025040558
766,0.09731388
768,0.06560992
770,0.08963272
771,0.22032957
776,0.08628599
793,0.14906262
805,0.04313703
810,0.041331273
813,0.3117507
823,0.037583433
824,0.08515963
826,0.13009442
830,0.078784935
834,0.07846095
839,0.071413286
841,0.06648941
843,0.075175524
845,0.068060584
849,0.104427546
850,0.10866386
